Image,Neoplastic,Inflammatory,Connective,Dead,Epithelial
1_174.png,11,1,0,0,0
1_1740.png,0,0,1,0,14
1_1741.png,0,0,0,0,0
1_1742.png,0,0,0,0,0
1_1743.png,0,0,0,0,0
1_1744.png,0,10,5,0,2
1_1745.png,0,15,8,0,0
1_1746.png,0,0,0,0,0
1_1747.png,0,13,6,0,0
1_1748.png,0,2,5,0,4
1_1749.png,0,0,0,0,0
1_175.png,0,3,5,0,20
1_1750.png,0,0,0,0,11
1_1751.png,0,0,2,0,13
1_1752.png,0,0,0,0,4
1_1753.png,0,0,10,0,0
1_1754.png,0,2,20,0,0
1_1755.png,0,3,32,0,0
1_1756.png,0,0,19,0,0
1_1757.png,0,0,13,0,0
1_1758.png,0,0,18,0,0
1_1759.png,0,0,13,0,0
1_176.png,0,0,6,0,0
1_1760.png,0,0,21,0,0
1_1761.png,0,0,17,0,0
1_1762.png,0,1,19,0,0
1_1763.png,0,4,15,0,0
1_1764.png,0,0,6,0,0
1_1765.png,0,0,10,0,0
1_1766.png,0,0,9,0,0
1_1767.png,0,0,20,0,0
1_1768.png,0,0,10,0,0
1_1769.png,0,0,11,0,0
1_177.png,0,4,3,0,30
1_1770.png,0,0,11,0,0
1_1771.png,0,0,6,0,0
1_1772.png,0,0,10,0,0
1_1773.png,0,0,11,0,0
1_1774.png,0,0,19,0,0
1_1775.png,0,1,7,0,0
1_1776.png,0,1,11,0,0
1_1777.png,0,0,2,0,7
1_1778.png,0,0,6,0,6
1_1779.png,0,1,11,0,11
1_178.png,0,4,19,0,36
1_1780.png,0,3,0,0,1
1_1781.png,0,0,6,0,10
1_1782.png,0,0,21,0,10
1_1783.png,0,1,9,0,11
1_1784.png,0,0,1,0,14
1_1785.png,0,1,10,0,7
1_1786.png,0,0,21,0,8
1_1787.png,0,0,4,0,9
1_1788.png,0,0,0,0,17
1_1789.png,0,0,7,0,11
1_179.png,0,0,2,0,39
1_1790.png,0,0,6,0,11
1_1791.png,0,0,5,0,15
1_1792.png,0,0,23,0,4
1_1793.png,0,1,7,0,15
1_1794.png,0,0,0,0,9
1_1795.png,0,0,10,0,21
1_1796.png,0,0,2,0,7
1_1797.png,0,0,10,0,10
1_1798.png,0,0,10,0,7
1_1799.png,0,0,5,0,24
1_18.png,11,0,2,0,0
1_180.png,0,0,6,0,5
1_1800.png,0,0,6,0,0
1_1801.png,0,0,10,0,0
1_1802.png,0,0,6,0,1
1_1803.png,0,0,9,0,5
1_1804.png,0,1,11,0,4
1_1805.png,0,1,9,0,2
1_1806.png,27,0,0,0,0
1_1807.png,22,0,0,0,0
1_1808.png,11,0,0,6,0
1_1809.png,23,1,0,0,0
1_181.png,0,1,16,0,17
1_1810.png,28,0,0,0,0
1_1811.png,2,4,11,0,0
1_1812.png,13,4,4,0,0
1_1813.png,28,2,2,0,0
1_1814.png,27,0,0,0,0
1_1815.png,42,0,1,0,0
1_1816.png,6,0,20,0,0
1_1817.png,0,1,0,18,0
1_1818.png,20,1,2,0,0
1_1819.png,13,0,3,0,0
1_182.png,0,2,16,0,12
1_1820.png,17,1,3,0,0
1_1821.png,11,0,0,23,0
1_1822.png,30,1,0,0,0
1_1823.png,36,2,5,0,0
1_1824.png,0,7,12,0,0
1_1825.png,6,5,7,0,0
1_1826.png,12,2,6,0,0
1_1827.png,16,3,12,0,0
1_1828.png,24,1,14,0,0
1_1829.png,3,1,15,0,0
1_183.png,0,3,15,0,16
1_1830.png,0,2,12,0,0
1_1831.png,0,2,18,0,0
1_1832.png,0,2,21,0,0
1_1833.png,0,1,11,0,0
1_1834.png,0,2,20,0,0
1_1835.png,19,2,4,0,0
1_1836.png,0,6,18,0,0
1_1837.png,5,6,11,0,0
1_1838.png,5,4,11,0,0
1_1839.png,0,4,20,1,0
1_184.png,0,0,2,0,7
1_1840.png,9,8,12,0,0
1_1841.png,0,4,17,0,0
1_1842.png,0,0,18,0,0
1_1843.png,0,0,21,0,0
1_1844.png,0,0,10,0,0
1_1845.png,0,0,0,0,0
1_1846.png,0,0,0,0,0
1_1847.png,0,0,0,0,0
1_1848.png,0,0,0,0,0
1_1849.png,0,0,0,0,0
1_185.png,0,0,11,0,9
1_1850.png,0,0,0,0,0
1_1851.png,0,0,0,0,0
1_1852.png,0,0,0,0,0
1_1853.png,0,0,0,0,0
1_1854.png,14,0,6,0,0
1_1855.png,15,1,1,0,0
1_1856.png,9,1,4,0,0
1_1857.png,15,0,1,0,0
1_1858.png,0,0,19,0,0
1_1859.png,0,0,11,0,0
1_186.png,0,0,1,0,23
1_1860.png,0,0,13,0,0
1_1861.png,0,0,13,0,0
1_1862.png,2,0,26,0,0
1_1863.png,0,1,32,0,0
1_1864.png,19,1,0,0,0
1_1865.png,0,3,11,0,0
1_1866.png,13,1,3,0,0
1_1867.png,0,6,19,0,0
1_1868.png,0,12,27,0,0
1_1869.png,0,13,20,0,0
1_187.png,0,0,2,0,26
1_1870.png,14,4,16,0,0
1_1871.png,0,19,21,0,0
1_1872.png,0,17,20,0,0
1_1873.png,9,8,9,0,0
1_1874.png,12,1,9,0,0
1_1875.png,0,17,10,0,0
1_1876.png,0,0,0,0,0
1_1877.png,0,38,13,0,0
1_1878.png,2,37,5,0,0
1_1879.png,3,13,2,0,0
1_188.png,0,1,13,0,11
1_1880.png,2,3,0,0,0
1_1881.png,21,32,2,0,0
1_1882.png,14,27,1,0,0
1_1883.png,19,0,0,0,0
1_1884.png,15,0,0,0,0
1_1885.png,14,0,0,0,0
1_1886.png,20,0,1,0,0
1_1887.png,15,0,2,0,0
1_1888.png,8,0,2,0,0
1_1889.png,0,0,0,0,0
1_189.png,0,0,3,0,17
1_1890.png,8,0,6,0,0
1_1891.png,2,0,4,0,0
1_1892.png,9,0,2,0,0
1_1893.png,10,0,0,0,0
1_1894.png,0,85,0,0,0
1_1895.png,0,88,11,0,0
1_1896.png,6,57,3,0,0
1_1897.png,10,1,8,0,0
1_1898.png,18,1,2,0,0
1_1899.png,13,0,5,0,0
1_19.png,9,1,1,0,0
1_190.png,0,0,9,0,21
1_1900.png,17,6,0,0,0
1_1901.png,0,2,4,0,0
1_1902.png,0,4,11,0,0
1_1903.png,0,1,7,0,0
1_1904.png,0,1,13,0,0
1_1905.png,0,3,5,0,0
1_1906.png,0,1,5,0,0
1_1907.png,0,3,12,0,0
1_1908.png,16,2,11,0,0
1_1909.png,1,1,11,0,0
1_191.png,0,2,5,0,19
1_1910.png,30,0,5,0,0
1_1911.png,0,1,11,0,0
1_1912.png,0,2,9,0,0
1_1913.png,0,4,9,0,0
1_1914.png,0,7,15,0,0
1_1915.png,0,1,14,0,0
1_1916.png,0,6,24,0,0
1_1917.png,0,7,0,0,0
1_1918.png,0,4,8,0,0
1_1919.png,0,1,4,0,0
1_192.png,0,0,1,0,39
1_1920.png,0,0,0,0,8
1_1921.png,0,0,0,0,0
1_1922.png,0,0,0,0,12
1_1923.png,0,0,0,0,1
1_1924.png,0,0,0,0,2
1_1925.png,0,0,0,0,1
1_1926.png,0,0,0,0,7
1_1927.png,0,0,0,0,11
1_1928.png,0,0,0,0,0
1_1929.png,0,0,0,0,0
1_193.png,0,3,4,0,33
1_1930.png,0,0,0,0,0
1_1931.png,0,0,0,0,0
1_1932.png,0,0,0,0,0
1_1933.png,0,0,0,0,0
1_1934.png,0,0,5,0,0
1_1935.png,0,0,4,0,0
1_1936.png,0,0,0,0,0
1_1937.png,0,0,4,0,0
1_1938.png,0,0,3,0,0
1_1939.png,0,0,1,0,0
1_194.png,0,1,14,0,3
1_1940.png,0,0,1,0,0
1_1941.png,0,0,20,0,0
1_1942.png,0,0,17,0,0
1_1943.png,0,0,11,0,0
1_1944.png,0,1,21,0,0
1_1945.png,0,0,20,0,0
1_1946.png,0,0,15,0,0
1_1947.png,0,0,29,0,0
1_1948.png,0,0,35,0,0
1_1949.png,0,0,21,0,0
1_195.png,0,2,12,0,24
1_1950.png,0,0,18,0,0
1_1951.png,0,0,30,0,0
1_1952.png,0,0,32,0,0
1_1953.png,0,0,1,0,3
1_1954.png,0,1,2,0,0
1_1955.png,0,0,0,0,3
1_1956.png,0,0,2,0,0
1_1957.png,0,1,5,0,0
1_1958.png,0,1,5,0,2
1_1959.png,0,0,4,0,2
1_196.png,0,1,1,0,12
1_1960.png,0,0,3,0,0
1_1961.png,0,0,7,0,3
1_1962.png,30,1,5,0,0
1_1963.png,25,1,13,0,0
1_1964.png,20,1,13,0,0
1_1965.png,0,0,6,0,0
1_1966.png,0,1,12,0,0
1_1967.png,0,1,11,0,0
1_1968.png,0,1,11,0,0
1_1969.png,45,0,0,0,0
1_197.png,0,1,9,0,20
1_1970.png,27,0,0,0,0
1_1971.png,33,0,3,0,0
1_1972.png,9,0,13,0,0
1_1973.png,7,0,15,0,0
1_1974.png,20,0,3,0,0
1_1975.png,23,0,2,0,0
1_1976.png,22,0,0,0,0
1_1977.png,20,7,3,0,0
1_1978.png,0,23,10,0,0
1_1979.png,5,37,11,0,0
1_198.png,0,1,1,0,41
1_1980.png,5,20,8,0,0
1_1981.png,1,16,10,0,0
1_1982.png,18,0,0,0,0
1_1983.png,21,2,0,0,0
1_1984.png,40,3,2,0,0
1_1985.png,17,0,11,0,0
1_1986.png,33,2,0,0,0
1_1987.png,23,3,0,0,0
1_1988.png,19,1,6,0,0
1_1989.png,15,1,9,0,0
1_199.png,0,0,6,0,17
1_1990.png,17,0,6,0,0
1_1991.png,52,2,0,0,0
1_1992.png,4,10,0,5,0
1_1993.png,13,10,0,6,0
1_1994.png,1,25,0,9,0
1_1995.png,33,3,0,3,0
1_1996.png,0,8,0,8,0
1_1997.png,5,12,0,3,0
1_1998.png,0,0,0,0,0
1_1999.png,0,0,0,0,0
1_2.png,6,0,3,0,0
1_20.png,2,0,3,0,0
1_200.png,0,1,7,0,47
1_2000.png,0,0,0,0,0
1_2001.png,0,0,1,0,0
1_2002.png,0,2,1,0,0
1_2003.png,0,0,0,0,0
1_2004.png,0,0,0,0,0
1_2005.png,0,0,0,0,0
1_2006.png,0,0,1,0,0
1_2007.png,27,0,8,0,0
1_2008.png,25,2,10,0,0
1_2009.png,2,16,28,0,0
1_201.png,0,0,7,0,22
1_2010.png,8,4,17,0,0
1_2011.png,14,7,23,0,0
1_2012.png,20,1,12,0,0
1_2013.png,38,1,0,0,0
1_2014.png,15,0,7,0,0
1_2015.png,9,0,4,0,0
1_2016.png,18,0,2,0,0
1_2017.png,20,0,1,0,0
1_2018.png,18,0,4,0,0
1_2019.png,0,0,0,0,0
1_202.png,0,0,1,0,23
1_2020.png,0,1,0,0,0
1_2021.png,0,0,0,0,0
1_2022.png,0,5,0,0,0
1_2023.png,0,1,0,0,0
1_2024.png,0,3,0,0,0
1_2025.png,0,0,13,0,0
1_2026.png,0,0,4,0,0
1_2027.png,0,0,7,0,0
1_2028.png,0,0,11,0,0
1_2029.png,0,0,13,0,0
1_203.png,0,0,4,0,7
1_2030.png,19,7,8,0,0
1_2031.png,30,3,4,0,0
1_2032.png,18,2,7,0,0
1_2033.png,24,2,6,0,0
1_2034.png,23,0,6,0,0
1_2035.png,24,2,2,0,0
1_2036.png,0,0,2,0,2
1_2037.png,0,0,2,0,5
1_2038.png,0,0,9,0,13
1_2039.png,0,0,6,0,5
1_204.png,0,0,3,0,33
1_2040.png,0,0,2,0,7
1_2041.png,0,2,1,0,10
1_2042.png,10,1,17,0,0
1_2043.png,9,2,4,0,0
1_2044.png,10,2,1,0,0
1_2045.png,6,0,3,0,0
1_2046.png,11,0,2,0,0
1_2047.png,11,0,2,0,0
1_2048.png,9,0,1,0,0
1_2049.png,9,0,1,0,0
1_205.png,0,2,16,0,17
1_2050.png,9,0,0,0,0
1_2051.png,0,1,8,0,0
1_2052.png,0,3,5,0,0
1_2053.png,0,3,10,0,0
1_2054.png,0,3,13,0,0
1_2055.png,0,1,8,0,0
1_2056.png,0,3,5,0,0
1_2057.png,0,1,6,0,0
1_2058.png,0,2,9,0,0
1_2059.png,0,2,11,0,0
1_206.png,0,0,1,0,68
1_2060.png,1,6,20,0,0
1_2061.png,14,0,0,0,0
1_2062.png,0,1,23,0,0
1_2063.png,6,8,10,0,0
1_2064.png,0,2,2,0,61
1_2065.png,0,3,17,0,50
1_2066.png,0,5,9,0,39
1_2067.png,3,2,8,0,28
1_2068.png,0,1,14,0,23
1_2069.png,0,1,14,0,20
1_207.png,0,1,5,0,17
1_2070.png,0,1,23,0,2
1_2071.png,0,1,0,0,12
1_2072.png,0,0,2,0,10
1_2073.png,33,0,4,0,0
1_2074.png,30,1,6,0,0
1_2075.png,18,1,3,0,0
1_2076.png,4,7,15,0,0
1_2077.png,0,9,18,0,0
1_2078.png,31,1,0,0,0
1_2079.png,26,3,0,0,0
1_208.png,0,0,4,0,25
1_2080.png,0,0,12,0,0
1_2081.png,0,0,10,0,0
1_2082.png,0,1,14,0,0
1_2083.png,17,0,0,0,0
1_2084.png,11,9,4,0,1
1_2085.png,25,3,0,0,0
1_2086.png,0,0,12,0,0
1_2087.png,13,0,7,0,0
1_2088.png,0,2,15,0,0
1_2089.png,5,0,8,0,0
1_209.png,0,0,6,0,34
1_2090.png,0,0,0,0,7
1_2091.png,0,3,1,0,18
1_2092.png,0,0,1,0,17
1_2093.png,0,1,0,0,12
1_2094.png,0,1,2,0,12
1_2095.png,0,2,0,0,19
1_2096.png,0,1,1,0,14
1_2097.png,0,0,1,0,13
1_2098.png,0,2,1,0,15
1_2099.png,0,1,11,0,0
1_21.png,10,0,1,0,0
1_210.png,0,2,6,0,15
1_2100.png,11,0,4,0,0
1_2101.png,5,0,13,0,0
1_2102.png,18,1,3,0,0
1_2103.png,27,1,6,0,0
1_2104.png,29,0,0,0,0
1_2105.png,9,3,10,0,0
1_2106.png,18,0,0,0,0
1_2107.png,17,1,1,0,0
1_2108.png,7,0,0,0,0
1_2109.png,16,0,1,0,0
1_211.png,0,0,9,0,31
1_2110.png,21,1,1,0,0
1_2111.png,23,3,1,0,0
1_2112.png,20,1,1,0,0
1_2113.png,4,2,6,0,0
1_2114.png,18,2,1,0,0
1_2115.png,20,3,0,0,0
1_2116.png,1,3,0,0,0
1_2117.png,0,2,6,0,0
1_2118.png,0,2,7,0,0
1_2119.png,0,5,12,0,0
1_212.png,0,0,8,0,0
1_2120.png,0,0,11,0,0
1_2121.png,0,1,9,0,0
1_2122.png,0,3,40,0,0
1_2123.png,0,3,38,0,0
1_2124.png,0,1,46,0,0
1_2125.png,0,1,15,0,27
1_2126.png,0,0,0,0,26
1_2127.png,0,2,24,0,19
1_2128.png,0,1,11,0,18
1_2129.png,0,1,5,0,25
1_213.png,0,3,8,0,12
1_2130.png,0,3,33,0,0
1_2131.png,24,0,3,0,0
1_2132.png,17,0,1,0,0
1_2133.png,21,0,0,0,0
1_2134.png,4,0,1,0,0
1_2135.png,23,0,1,0,0
1_2136.png,18,0,1,0,0
1_2137.png,1,3,9,0,0
1_2138.png,8,2,10,0,0
1_2139.png,0,1,5,0,0
1_214.png,0,5,4,0,14
1_2140.png,5,2,10,0,0
1_2141.png,12,5,15,0,0
1_2142.png,25,2,5,0,0
1_2143.png,14,0,0,0,0
1_2144.png,21,0,0,0,0
1_2145.png,21,0,0,0,0
1_2146.png,19,1,0,0,0
1_2147.png,19,0,0,0,0
1_2148.png,24,0,0,0,0
1_2149.png,34,3,1,0,0
1_215.png,0,0,0,0,32
1_2150.png,34,0,0,0,0
1_2151.png,38,0,0,0,0
1_2152.png,0,0,4,0,8
1_2153.png,0,4,13,0,6
1_2154.png,0,1,6,0,10
1_2155.png,0,1,4,0,10
1_2156.png,0,0,13,0,11
1_2157.png,0,2,10,0,7
1_2158.png,0,0,10,0,10
1_2159.png,0,0,8,0,8
1_216.png,0,0,10,0,4
1_2160.png,0,2,10,0,4
1_2161.png,1,0,2,0,0
1_2162.png,7,0,0,0,0
1_2163.png,1,2,15,0,0
1_2164.png,0,3,24,0,0
1_2165.png,0,3,28,0,0
1_2166.png,15,5,15,0,0
1_2167.png,5,3,12,0,0
1_2168.png,10,1,16,0,0
1_2169.png,19,4,11,0,0
1_217.png,0,0,6,0,32
1_2170.png,14,2,21,0,0
1_2171.png,2,2,19,0,0
1_2172.png,28,0,6,0,0
1_2173.png,0,1,9,0,0
1_2174.png,18,0,11,0,0
1_2175.png,0,0,4,0,0
1_2176.png,0,3,25,0,0
1_2177.png,0,4,16,0,0
1_2178.png,0,1,24,0,0
1_2179.png,0,0,13,0,0
1_218.png,0,3,1,0,47
1_2180.png,0,0,15,0,0
1_2181.png,0,0,26,0,0
1_2182.png,0,10,30,0,0
1_2183.png,0,2,17,0,0
1_2184.png,0,6,19,0,0
1_2185.png,0,0,17,0,0
1_2186.png,0,7,13,0,0
1_2187.png,0,7,21,0,0
1_2188.png,0,18,15,0,0
1_2189.png,0,19,18,0,3
1_219.png,0,4,2,0,31
1_2190.png,0,0,0,0,30
1_2191.png,0,0,7,0,0
1_2192.png,0,0,8,0,0
1_2193.png,0,0,6,0,0
1_2194.png,0,3,14,0,0
1_2195.png,0,1,10,0,0
1_2196.png,0,4,15,0,0
1_2197.png,0,2,13,0,0
1_2198.png,0,0,10,0,0
1_2199.png,0,3,10,0,0
1_22.png,0,3,10,0,0
1_220.png,0,2,12,0,19
1_2200.png,0,0,11,0,0
1_2201.png,0,0,10,0,0
1_2202.png,0,2,9,0,0
1_2203.png,0,0,9,0,0
1_2204.png,0,1,13,0,0
1_2205.png,0,1,14,0,0
1_2206.png,0,8,7,0,0
1_2207.png,0,7,12,0,0
1_2208.png,0,8,11,0,0
1_2209.png,0,8,15,0,0
1_221.png,0,3,1,0,42
1_2210.png,7,4,19,0,0
1_2211.png,9,1,26,0,0
1_2212.png,24,1,1,0,0
1_2213.png,0,0,6,0,19
1_2214.png,0,0,3,0,28
1_2215.png,0,0,0,0,18
1_2216.png,0,0,14,0,16
1_2217.png,0,0,12,0,26
1_2218.png,0,0,0,0,4
1_2219.png,8,0,7,0,0
1_222.png,0,0,13,0,19
1_2220.png,0,0,25,0,0
1_2221.png,1,0,30,0,0
1_2222.png,0,0,22,0,0
1_2223.png,0,3,25,0,0
1_2224.png,0,0,8,0,0
1_2225.png,0,0,12,0,0
1_2226.png,0,1,8,0,0
1_2227.png,0,0,14,0,0
1_2228.png,0,3,5,0,0
1_2229.png,38,0,0,0,0
1_223.png,17,0,3,0,0
1_2230.png,36,0,5,0,0
1_2231.png,36,0,1,0,0
1_2232.png,16,0,9,0,0
1_2233.png,0,0,7,0,0
1_2234.png,0,0,5,0,0
1_2235.png,0,0,4,0,0
1_2236.png,0,0,2,0,0
1_2237.png,26,0,2,0,0
1_2238.png,9,0,15,0,0
1_2239.png,17,0,9,0,0
1_224.png,0,2,0,0,0
1_2240.png,25,0,7,0,0
1_2241.png,1,0,25,0,0
1_2242.png,16,0,5,0,0
1_2243.png,12,0,0,0,0
1_2244.png,22,0,0,0,0
1_2245.png,24,63,0,0,0
1_2246.png,48,30,0,0,0
1_2247.png,9,22,0,0,0
1_2248.png,17,23,0,0,0
1_2249.png,30,36,0,0,0
1_225.png,8,0,7,0,0
1_2250.png,19,36,0,0,0
1_2251.png,0,2,15,0,0
1_2252.png,0,4,15,0,0
1_2253.png,0,10,15,0,0
1_2254.png,0,22,36,0,0
1_2255.png,0,4,8,0,0
1_2256.png,0,6,9,0,0
1_2257.png,0,1,9,0,0
1_2258.png,52,2,4,0,0
1_2259.png,79,2,4,0,0
1_226.png,0,6,8,0,28
1_2260.png,64,0,2,0,0
1_2261.png,66,2,1,0,0
1_2262.png,65,3,4,0,0
1_2263.png,52,0,2,0,0
1_2264.png,60,3,10,0,0
1_2265.png,59,0,5,0,0
1_2266.png,0,1,6,0,3
1_2267.png,0,0,2,0,0
1_2268.png,0,0,0,0,0
1_2269.png,0,0,0,0,0
1_227.png,0,3,3,0,30
1_2270.png,0,0,4,0,0
1_2271.png,0,0,2,0,33
1_2272.png,0,67,27,0,0
1_2273.png,0,79,34,0,0
1_2274.png,0,50,26,0,0
1_2275.png,0,49,34,0,0
1_2276.png,0,82,27,0,0
1_2277.png,0,56,28,0,0
1_2278.png,8,0,0,0,0
1_2279.png,19,1,0,0,0
1_228.png,0,7,13,0,24
1_2280.png,21,1,0,0,0
1_2281.png,16,1,0,0,0
1_2282.png,11,1,0,0,0
1_2283.png,19,1,0,0,0
1_2284.png,10,3,0,0,0
1_2285.png,5,2,0,0,0
1_2286.png,34,2,0,0,0
1_2287.png,34,0,0,0,0
1_2288.png,30,0,2,0,0
1_2289.png,24,0,2,0,0
1_229.png,0,10,10,0,10
1_2290.png,20,0,13,0,0
1_2291.png,27,0,4,0,0
1_2292.png,28,0,5,0,0
1_2293.png,29,0,2,0,0
1_2294.png,40,0,0,0,0
1_2295.png,12,4,0,0,0
1_2296.png,8,5,7,0,0
1_2297.png,12,2,0,0,0
1_2298.png,12,3,6,0,0
1_2299.png,17,2,3,0,0
1_23.png,1,5,8,0,0
1_230.png,0,3,13,0,24
1_2300.png,9,4,10,0,0
1_2301.png,12,0,0,0,0
1_2302.png,12,0,5,0,0
1_2303.png,30,4,2,0,0
1_2304.png,20,7,0,0,0
1_2305.png,32,4,1,0,0
1_2306.png,19,4,1,0,0
1_2307.png,20,8,2,0,0
1_2308.png,0,0,8,0,0
1_2309.png,0,0,6,0,0
1_231.png,0,5,15,0,0
1_2310.png,0,0,0,0,0
1_2311.png,0,0,1,0,0
1_2312.png,0,0,1,0,0
1_2313.png,0,0,4,0,0
1_2314.png,0,0,16,0,0
1_2315.png,0,0,0,0,0
1_2316.png,0,0,16,0,0
1_2317.png,0,0,16,0,0
1_2318.png,0,0,18,0,0
1_2319.png,0,0,28,0,0
1_232.png,0,2,1,0,26
1_2320.png,19,3,8,2,0
1_2321.png,24,1,9,13,0
1_2322.png,15,6,16,0,0
1_2323.png,13,2,8,0,0
1_2324.png,14,11,7,1,0
1_2325.png,21,11,6,1,0
1_2326.png,17,11,1,2,0
1_2327.png,24,5,2,1,0
1_2328.png,27,0,0,3,0
1_2329.png,34,1,0,0,0
1_233.png,0,3,5,0,41
1_2330.png,24,4,10,1,0
1_2331.png,29,7,2,0,0
1_2332.png,28,8,2,0,0
1_2333.png,19,19,13,0,0
1_2334.png,12,6,6,4,0
1_2335.png,30,2,3,0,0
1_2336.png,29,9,3,1,0
1_2337.png,15,1,9,0,0
1_2338.png,7,0,13,0,0
1_2339.png,36,1,1,0,0
1_234.png,0,2,11,0,18
1_2340.png,34,1,1,5,0
1_2341.png,27,0,2,1,0
1_2342.png,12,3,11,0,0
1_2343.png,33,1,2,0,0
1_2344.png,25,1,1,0,0
1_2345.png,19,1,4,0,0
1_2346.png,16,5,4,0,0
1_2347.png,0,0,11,0,0
1_2348.png,1,0,9,0,0
1_2349.png,0,0,13,0,0
1_235.png,0,0,9,0,0
1_2350.png,0,0,18,0,0
1_2351.png,0,0,11,0,0
1_2352.png,3,24,24,1,0
1_2353.png,11,9,15,1,0
1_2354.png,5,57,6,4,0
1_2355.png,0,1,3,0,0
1_2356.png,0,3,1,0,0
1_2357.png,0,0,11,0,0
1_2358.png,3,0,3,0,0
1_2359.png,0,1,10,0,0
1_236.png,0,3,2,0,44
1_2360.png,7,2,11,0,0
1_2361.png,10,0,1,0,0
1_2362.png,2,2,15,0,0
1_2363.png,6,5,4,0,0
1_2364.png,10,0,3,0,0
1_2365.png,0,4,5,0,0
1_2366.png,1,1,18,0,0
1_2367.png,15,3,0,0,0
1_2368.png,17,0,0,0,0
1_2369.png,26,0,0,0,0
1_237.png,0,0,7,0,34
1_2370.png,20,3,4,0,0
1_2371.png,20,3,6,0,0
1_2372.png,27,0,2,0,0
1_2373.png,7,54,12,0,0
1_2374.png,6,58,8,0,0
1_2375.png,15,40,3,0,0
1_2376.png,11,69,9,0,0
1_2377.png,9,27,3,0,0
1_2378.png,24,6,0,0,0
1_2379.png,19,4,1,0,0
1_238.png,0,5,6,0,33
1_2380.png,22,2,3,0,0
1_2381.png,16,4,10,0,0
1_2382.png,0,0,0,0,11
1_2383.png,0,0,3,0,17
1_2384.png,0,3,2,0,18
1_2385.png,0,0,0,0,8
1_2386.png,0,6,3,0,13
1_2387.png,0,5,2,0,15
1_2388.png,0,0,1,0,16
1_2389.png,0,1,3,0,23
1_239.png,0,17,2,0,21
1_2390.png,0,1,1,0,24
1_2391.png,0,0,3,0,17
1_2392.png,0,0,0,0,3
1_2393.png,0,1,0,0,18
1_2394.png,0,0,1,0,7
1_2395.png,0,0,1,0,0
1_2396.png,0,0,0,0,4
1_2397.png,0,0,0,0,0
1_2398.png,0,0,4,0,18
1_2399.png,0,0,11,0,12
1_24.png,5,0,3,0,0
1_240.png,0,3,14,0,31
1_2400.png,0,1,5,0,29
1_2401.png,0,1,5,0,27
1_2402.png,0,0,1,0,22
1_2403.png,0,0,1,0,35
1_2404.png,0,0,4,0,32
1_2405.png,0,2,8,0,18
1_2406.png,0,6,9,0,18
1_2407.png,0,2,6,0,30
1_2408.png,0,22,11,0,7
1_2409.png,30,0,4,0,0
1_241.png,0,11,6,0,27
1_2410.png,37,0,2,0,0
1_2411.png,5,0,3,0,10
1_2412.png,16,1,10,0,1
1_2413.png,24,0,5,0,0
1_2414.png,21,0,6,0,2
1_2415.png,10,8,11,0,0
1_2416.png,4,12,9,0,0
1_2417.png,14,9,8,0,0
1_2418.png,3,19,11,0,0
1_2419.png,4,13,11,0,0
1_242.png,0,6,5,0,34
1_2420.png,8,12,8,0,0
1_2421.png,19,0,7,0,0
1_2422.png,12,4,11,0,0
1_2423.png,0,3,9,0,20
1_2424.png,0,1,4,0,15
1_2425.png,0,3,2,0,36
1_2426.png,0,2,6,0,19
1_2427.png,0,1,6,0,15
1_2428.png,0,0,6,0,22
1_2429.png,48,3,2,0,0
1_243.png,0,4,4,0,39
1_2430.png,27,1,0,0,0
1_2431.png,30,0,0,0,0
1_2432.png,0,22,31,0,32
1_2433.png,0,25,24,0,41
1_2434.png,0,9,16,0,14
1_2435.png,0,1,2,0,0
1_2436.png,0,0,2,0,0
1_2437.png,0,0,16,0,0
1_2438.png,0,0,1,0,0
1_2439.png,0,1,5,0,0
1_244.png,0,1,3,0,24
1_2440.png,0,2,7,0,0
1_2441.png,65,0,12,0,0
1_2442.png,66,1,1,0,0
1_2443.png,86,0,1,0,0
1_2444.png,36,0,0,0,0
1_2445.png,31,0,0,0,0
1_2446.png,54,1,1,0,0
1_2447.png,5,3,21,0,0
1_2448.png,32,1,34,0,0
1_2449.png,0,2,10,0,0
1_245.png,0,0,6,0,21
1_2450.png,0,0,0,0,0
1_2451.png,0,8,18,0,0
1_2452.png,0,3,6,0,0
1_2453.png,0,6,34,0,0
1_2454.png,0,1,11,0,0
1_2455.png,58,7,1,0,0
1_2456.png,101,3,5,0,0
1_2457.png,47,0,0,0,0
1_2458.png,55,2,2,0,0
1_2459.png,0,120,34,0,0
1_246.png,0,0,11,0,22
1_2460.png,0,154,10,0,0
1_2461.png,42,0,17,0,0
1_2462.png,16,0,41,0,0
1_2463.png,0,0,0,1,0
1_2464.png,39,0,1,14,0
1_2465.png,49,0,48,0,0
1_2466.png,2,0,0,3,0
1_2467.png,47,0,4,10,0
1_2468.png,37,2,0,0,0
1_2469.png,80,8,32,0,0
1_247.png,10,0,6,0,0
1_2470.png,40,2,8,0,0
1_2471.png,0,0,0,0,28
1_2472.png,0,0,2,0,25
1_2473.png,0,0,3,0,31
1_2474.png,0,0,22,0,0
1_2475.png,0,0,24,0,0
1_2476.png,0,1,13,0,0
1_2477.png,0,0,22,0,0
1_2478.png,0,0,13,0,0
1_2479.png,0,21,43,0,0
1_248.png,21,0,0,0,0
1_2480.png,40,1,13,0,0
1_2481.png,0,5,15,0,0
1_2482.png,0,11,51,0,0
